Date,Fear_Greed_Score,Fear_Greed_Score_Rating,SPX_Close
2023-02-15,73.65714285714284,greed,4147.6
2023-02-16,70.71428571428572,greed,4090.41
2023-02-17,69.48571428571428,greed,4079.09
2023-02-21,65.91428571428573,greed,3997.34
2023-02-22,64.17142857142859,greed,3991.05
2023-02-23,62.65714285714285,greed,4012.32
2023-02-24,60.65714285714286,greed,3970.04
2023-02-27,61.22857142857144,greed,3982.24
2023-02-28,61.2,greed,3970.15
2023-03-01,65.91428571428573,greed,3951.39
2023-03-02,52.45714285714287,neutral,3981.35
2023-03-03,55.6857142857143,greed,4045.64
2023-03-06,55.25714285714285,greed,4048.42
2023-03-07,48.51428571428571,neutral,3986.37
2023-03-08,49.82857142857143,neutral,3992.01
2023-03-09,37.542857142857144,fear,3918.32
2023-03-10,26.885714285714283,fear,3861.59
2023-03-13,23.357142857142858,extreme fear,3855.76
2023-03-14,25.085714285714285,fear,3919.29
2023-03-15,22.685714285714287,extreme fear,3891.93
2023-03-16,32.57142857142857,fear,3960.28
2023-03-17,27.000000000000004,fear,3916.64
2023-03-20,30.428571428571434,fear,3951.57
2023-03-21,43.48571428571429,fear,4002.87
2023-03-22,41.028571428571425,fear,3936.97
2023-03-23,38.34285714285715,fear,3948.72
2023-03-24,37.714285714285715,fear,3970.99
2023-03-27,40.199999999999996,fear,3977.53
2023-03-28,39.6,fear,3971.27
2023-03-29,41.457142857142856,fear,4027.81
2023-03-30,45.228571428571435,neutral,4050.83
2023-03-31,49.48571428571429,neutral,4109.31
2023-04-03,61.48571428571428,greed,4124.51
2023-04-04,50.228571428571435,neutral,4100.6
2023-04-05,52.62857142857143,neutral,4090.38
2023-04-06,55.25714285714286,greed,4105.02
2023-04-10,57.91428571428572,greed,4109.11
2023-04-11,58.48571428571428,greed,4108.94
2023-04-12,60.74285714285714,greed,4091.95
2023-04-13,63.171428571428564,greed,4146.22
2023-04-14,65.71428571428571,greed,4137.64
2023-04-17,67.08571428571429,greed,4151.32
2023-04-18,65.4857142857143,greed,4154.87
2023-04-19,67.25714285714287,greed,4154.52
2023-04-20,64.05714285714285,greed,4129.79
2023-04-21,63.51428571428572,greed,4133.52
2023-04-24,63.48571428571429,greed,4137.04
2023-04-25,57.057142857142864,greed,4071.63
2023-04-26,52.4,neutral,4055.99
2023-04-27,58.314285714285724,greed,4135.35
2023-04-28,59.42857142857143,greed,4169.48
2023-05-01,59.42857142857144,greed,4167.87
2023-05-02,55.51428571428572,greed,4119.58
2023-05-03,54.62857142857143,neutral,4090.75
2023-05-04,49.6,neutral,4061.22
2023-05-05,53.885714285714286,neutral,4136.25
2023-05-08,57.142857142857146,greed,4138.12
2023-05-09,59.57142857142857,greed,4119.17
2023-05-10,59.971428571428575,greed,4137.64
2023-05-11,59.057142857142864,greed,4130.62
2023-05-12,57.34285714285715,greed,4124.08
2023-05-15,57.25714285714286,greed,4136.28
2023-05-16,55.28571428571429,greed,4109.9
2023-05-17,60.25714285714286,greed,4158.77
2023-05-18,64.91428571428573,greed,4198.05
2023-05-19,65.45714285714287,greed,4191.98
2023-05-22,67.85714285714286,greed,4192.63
2023-05-23,65.8,greed,4145.58
2023-05-24,61.82857142857143,greed,4115.24
2023-05-25,62.6857142857143,greed,4151.28
2023-05-26,65.71428571428571,greed,4205.45
2023-05-30,66.08571428571429,greed,4205.52
2023-05-31,64.17142857142858,greed,4179.83
2023-06-01,68.05714285714286,greed,4221.02
2023-06-02,75.42857142857143,extreme greed,4282.37
2023-06-05,69.48571428571428,greed,4273.79
2023-06-06,73.51428571428572,greed,4283.85
2023-06-07,74.45714285714287,greed,4267.52
2023-06-08,75.77142857142857,extreme greed,4293.93
2023-06-09,76.97142857142856,extreme greed,4298.86
2023-06-12,78.05714285714286,extreme greed,4338.93
2023-06-13,79.62857142857145,extreme greed,4369.01
2023-06-14,79.62857142857142,extreme greed,4372.59
2023-06-15,80.88571428571429,extreme greed,4425.84
2023-06-16,81.25714285714287,extreme greed,4409.59
2023-06-20,80.11428571428571,extreme greed,4388.71
2023-06-21,80.11428571428573,extreme greed,4365.69
2023-06-22,80.05714285714285,extreme greed,4381.89
2023-06-23,75.71428571428571,extreme greed,4348.33
2023-06-26,73.45714285714287,greed,4328.82
2023-06-27,75.48571428571428,extreme greed,4378.41
2023-06-28,76.51428571428573,extreme greed,4376.86
2023-06-29,79.20000000000002,extreme greed,4396.44
2023-06-30,79.4857142857143,extreme greed,4450.38
2023-07-03,82.22857142857143,extreme greed,4455.59
2023-07-05,79.25714285714287,extreme greed,4446.82
2023-07-06,77.91428571428573,extreme greed,4411.59
2023-07-07,77.68571428571428,extreme greed,4398.95
2023-07-10,76.6857142857143,extreme greed,4409.53
2023-07-11,78.28571428571429,extreme greed,4439.26
2023-07-12,78.17142857142858,extreme greed,4472.16
2023-07-13,79.39999999999999,extreme greed,4510.04
2023-07-14,79.8,extreme greed,4505.42
2023-07-17,80.02857142857142,extreme greed,4522.79
2023-07-18,81.68571428571428,extreme greed,4554.98
2023-07-19,82.34285714285716,extreme greed,4565.72
2023-07-20,80.85714285714286,extreme greed,4534.87
2023-07-21,81.02857142857144,extreme greed,4536.34
2023-07-24,82.51428571428572,extreme greed,4554.64
2023-07-25,81.22857142857143,extreme greed,4567.46
2023-07-26,80.60000000000001,extreme greed,4566.75
2023-07-27,77.65714285714286,extreme greed,4537.41
2023-07-28,76.91428571428573,extreme greed,4582.23
2023-07-31,77.62857142857142,extreme greed,4588.96
2023-08-01,77.34285714285716,extreme greed,4576.73
2023-08-02,77.34285714285714,extreme greed,4513.39
2023-08-03,73.62857142857145,greed,4501.89
2023-08-04,64.5,greed,4478.03
2023-08-07,72.05714285714285,greed,4518.44
2023-08-08,69.2,greed,4499.38
2023-08-09,67.31428571428572,greed,4467.71
2023-08-10,66.34285714285714,greed,4468.83
2023-08-11,65.02857142857144,greed,4464.05
2023-08-14,66.28571428571429,greed,4489.72
2023-08-15,54.5,neutral,4437.86
2023-08-16,49.48571428571428,neutral,4404.33
2023-08-17,46.142857142857146,neutral,4370.36
2023-08-18,43.65714285714286,fear,4369.71
2023-08-21,43.48571428571429,fear,4399.77
2023-08-22,43.44285714285714,fear,4387.55
2023-08-23,50.17142857142857,neutral,4436.01
2023-08-24,40.58571428571429,fear,4376.31
2023-08-25,47.02857142857143,neutral,4405.71
2023-08-28,45.285714285714285,neutral,4433.31
2023-08-29,49.17142857142857,neutral,4497.63
2023-08-30,50.42857142857143,neutral,4514.87
2023-08-31,52.94285714285714,neutral,4507.66
2023-09-01,55.028571428571425,greed,4515.77
2023-09-05,59.08571428571428,greed,4496.83
2023-09-06,56.714285714285715,greed,4465.48
2023-09-07,53.62857142857143,neutral,4451.14
2023-09-08,51.91428571428571,neutral,4457.49
2023-09-11,52.199999999999996,neutral,4487.46
2023-09-12,51.40000000000001,neutral,4461.9
2023-09-13,51.40000000000001,neutral,4467.44
2023-09-14,54.42857142857144,neutral,4505.1
2023-09-15,52.02857142857143,neutral,4450.32
2023-09-18,49.48571428571429,neutral,4453.53
2023-09-19,49.94285714285714,neutral,4443.95
2023-09-20,48.285714285714285,neutral,4402.2
2023-09-21,37.15714285714286,fear,4330.0
2023-09-22,33.15714285714286,fear,4320.06
2023-09-25,38.42857142857143,fear,4337.44
2023-09-26,24.22857142857143,extreme fear,4273.53
2023-09-27,22.82857142857143,extreme fear,4274.51
2023-09-28,29.0,fear,4299.7
2023-09-29,28.400000000000002,fear,4288.05
2023-10-02,28.314285714285713,fear,4288.39
2023-10-03,20.528571428571432,extreme fear,4229.45
2023-10-04,20.985714285714288,extreme fear,4263.75
2023-10-05,20.32857142857143,extreme fear,4258.19
2023-10-06,27.714285714285715,fear,4308.5
2023-10-09,29.25714285714286,fear,4335.66
2023-10-10,32.31428571428572,fear,4358.24
2023-10-11,34.34285714285714,fear,4376.95
2023-10-12,35.68571428571429,fear,4349.61
2023-10-13,26.271428571428572,fear,4327.78
2023-10-16,35.74285714285715,fear,4373.63
2023-10-17,39.142857142857146,fear,4373.2
2023-10-18,30.571428571428573,fear,4314.6
2023-10-19,29.542857142857144,fear,4278.0
2023-10-20,22.85714285714286,extreme fear,4224.16
2023-10-23,25.842857142857145,fear,4217.04
2023-10-24,33.48571428571429,fear,4247.68
2023-10-25,25.214285714285715,fear,4186.77
2023-10-26,22.71428571428572,extreme fear,4137.23
2023-10-27,21.614285714285717,extreme fear,4117.37
2023-10-30,29.2,fear,4166.82
2023-10-31,30.142857142857142,fear,4193.8
2023-11-01,32.17142857142857,fear,4237.86
2023-11-02,37.68571428571429,fear,4317.78
2023-11-03,36.114285714285714,fear,4358.34
2023-11-06,38.91428571428572,fear,4365.98
2023-11-07,39.628571428571426,fear,4378.38
2023-11-08,39.771428571428565,fear,4382.78
2023-11-09,41.0,fear,4347.35
2023-11-10,41.45714285714286,fear,4415.24
2023-11-13,39.88571428571429,fear,4411.55
2023-11-14,46.6,neutral,4495.7
2023-11-15,52.542857142857144,neutral,4502.88
2023-11-16,55.057142857142864,greed,4508.24
2023-11-17,58.85714285714287,greed,4514.02
2023-11-20,61.28571428571429,greed,4547.38
2023-11-21,61.17142857142858,greed,4538.19
2023-11-22,65.05714285714286,greed,4556.62
2023-11-24,66.85714285714286,greed,4559.34
2023-11-27,65.31428571428572,greed,4550.43
2023-11-28,65.08571428571429,greed,4554.89
2023-11-29,63.28571428571429,greed,4550.58
2023-11-30,64.37142857142858,greed,4567.8
2023-12-01,64.51428571428572,greed,4594.63
2023-12-04,63.714285714285715,greed,4569.78
2023-12-05,65.14285714285714,greed,4567.18
2023-12-06,63.97142857142857,greed,4549.34
2023-12-07,66.14285714285715,greed,4585.59
2023-12-08,65.94285714285715,greed,4604.37
2023-12-11,67.28571428571429,greed,4622.44
2023-12-12,67.88571428571429,greed,4643.7
2023-12-13,67.54285714285714,greed,4707.09
2023-12-14,70.54285714285716,greed,4719.55
2023-12-15,69.45714285714287,greed,4719.19
2023-12-18,70.48571428571428,greed,4740.56
2023-12-19,82.97142857142858,extreme greed,4768.37
2023-12-20,75.57142857142857,extreme greed,4698.35
2023-12-21,77.0,extreme greed,4746.75
2023-12-22,79.74285714285715,extreme greed,4754.63
2023-12-26,81.94285714285716,extreme greed,4774.75
2023-12-27,81.17142857142858,extreme greed,4781.58
2023-12-28,81.25714285714287,extreme greed,4783.35
2023-12-29,80.71428571428571,extreme greed,4769.83
2024-01-02,79.71428571428571,extreme greed,4742.83
2024-01-03,76.71428571428571,extreme greed,4704.81
2024-01-04,78.68571428571428,extreme greed,4688.68
2024-01-05,75.77142857142859,extreme greed,4697.24
2024-01-08,76.17142857142856,extreme greed,4763.54
2024-01-09,75.68571428571428,extreme greed,4756.5
2024-01-10,76.37142857142858,extreme greed,4783.45
2024-01-11,74.65714285714286,greed,4780.24
2024-01-12,73.08571428571429,greed,4783.83
2024-01-16,72.28571428571429,greed,4765.98
2024-01-17,57.21428571428572,greed,4739.21
2024-01-18,66.45714285714286,greed,4780.94
2024-01-19,72.82857142857144,greed,4839.81
2024-01-22,72.85714285714286,greed,4850.43
2024-01-23,70.25714285714287,greed,4864.6
2024-01-24,72.48571428571428,greed,4868.55
2024-01-25,73.22857142857143,greed,4894.16
2024-01-26,73.79999999999998,greed,4890.97
2024-01-29,74.11428571428573,greed,4927.93
2024-01-30,74.22857142857143,greed,4924.97
2024-01-31,64.11428571428573,greed,4845.65
2024-02-01,72.34285714285714,greed,4906.19
2024-02-02,74.60000000000001,greed,4958.61
2024-02-05,73.31428571428572,greed,4942.81
2024-02-06,73.20000000000002,greed,4954.23
2024-02-07,73.77142857142857,greed,4995.06
2024-02-08,74.60000000000001,greed,4997.91
2024-02-09,75.42857142857143,extreme greed,5026.61
2024-02-12,75.82857142857144,extreme greed,5021.84
2024-02-13,66.74285714285715,greed,4953.17
2024-02-14,67.51428571428572,greed,5000.62
2024-02-15,73.85714285714286,greed,5029.73
2024-02-16,73.48571428571428,greed,5005.57
2024-02-20,63.74285714285715,greed,4975.51
2024-02-21,63.7,greed,4981.8
2024-02-22,73.94285714285715,greed,5087.03
2024-02-23,73.34285714285714,greed,5088.8
2024-02-26,71.91428571428573,greed,5069.53
2024-02-27,75.77142857142859,extreme greed,5078.18
2024-02-28,76.77142857142859,extreme greed,5069.76
2024-02-29,77.45714285714287,extreme greed,5096.27
2024-03-01,76.82857142857142,extreme greed,5137.08
2024-03-04,79.22857142857143,extreme greed,5130.95
2024-03-05,76.11428571428571,extreme greed,5078.65
2024-03-06,72.54285714285714,greed,5104.76
2024-03-07,73.85714285714286,greed,5157.36
2024-03-08,70.02857142857144,greed,5123.69
2024-03-11,62.771428571428565,greed,5117.94
2024-03-12,72.2,greed,5175.27
2024-03-13,71.77142857142857,greed,5165.31
2024-03-14,70.4,greed,5150.48
2024-03-15,68.62857142857143,greed,5117.09
2024-03-18,70.74285714285715,greed,5149.42
2024-03-19,70.85714285714286,greed,5178.51
2024-03-20,69.62857142857145,greed,5224.62
2024-03-21,71.37142857142858,greed,5241.53
2024-03-22,69.51428571428572,greed,5234.18
2024-03-25,67.42857142857143,greed,5218.19
2024-03-26,67.91428571428573,greed,5203.58
2024-03-27,69.77142857142859,greed,5248.49
2024-03-28,68.77142857142857,greed,5254.35
2024-04-01,71.25714285714287,greed,5243.77
2024-04-02,71.14285714285715,greed,5205.81
2024-04-03,69.4,greed,5211.49
2024-04-04,53.800000000000004,neutral,5147.21
2024-04-05,58.10000000000001,greed,5204.34
2024-04-08,64.02857142857144,greed,5202.39
2024-04-09,59.62857142857144,greed,5209.91
2024-04-10,49.67142857142858,neutral,5160.64
2024-04-11,56.65714285714286,greed,5199.06
2024-04-12,45.01428571428572,neutral,5123.41
2024-04-15,38.4,fear,5061.82
2024-04-16,35.11428571428572,fear,5051.41
2024-04-17,31.157142857142862,fear,5022.21
2024-04-18,30.400000000000006,fear,5011.12
2024-04-19,27.671428571428574,fear,4967.23
2024-04-22,34.17142857142857,fear,5010.6
2024-04-23,36.57142857142857,fear,5070.55
2024-04-24,37.48571428571429,fear,5071.63
2024-04-25,39.08571428571429,fear,5048.42
2024-04-26,40.51428571428572,fear,5099.96
2024-04-29,42.42857142857143,fear,5116.17
2024-04-30,40.542857142857144,fear,5035.69
2024-05-01,40.51428571428572,fear,5018.39
2024-05-02,42.228571428571435,fear,5064.2
2024-05-03,43.25714285714286,fear,5127.79
2024-05-06,39.0,fear,5180.74
2024-05-07,37.17142857142858,fear,5187.7
2024-05-08,38.17142857142857,fear,5187.67
2024-05-09,42.228571428571435,fear,5214.08
2024-05-10,46.028571428571425,neutral,5222.68
2024-05-13,48.114285714285714,neutral,5221.42
2024-05-14,55.285714285714285,greed,5246.68
2024-05-15,59.371428571428574,greed,5308.15
2024-05-16,62.314285714285724,greed,5297.1
2024-05-17,62.800000000000004,greed,5303.27
2024-05-20,60.42857142857143,greed,5308.13
2024-05-21,59.42857142857143,greed,5321.41
2024-05-22,58.51428571428572,greed,5307.01
2024-05-23,52.37142857142857,neutral,5267.84
2024-05-24,51.74285714285714,neutral,5304.72
2024-05-28,54.685714285714276,neutral,5306.04
2024-05-29,49.971428571428575,neutral,5266.95
2024-05-30,45.08571428571429,neutral,5235.48
2024-05-31,48.42857142857144,neutral,5277.51
2024-06-03,45.48571428571429,neutral,5283.4
2024-06-04,47.628571428571426,neutral,5291.34
2024-06-05,51.142857142857146,neutral,5354.03
2024-06-06,45.31428571428571,neutral,5352.96
2024-06-07,43.4,fear,5346.99
2024-06-10,44.74285714285715,fear,5360.79
2024-06-11,44.4,fear,5375.32
2024-06-12,46.57142857142857,neutral,5421.03
2024-06-13,44.57142857142858,fear,5433.74
2024-06-14,41.11428571428572,fear,5431.6
2024-06-17,43.285714285714285,fear,5473.23
2024-06-18,41.28571428571429,fear,5487.03
2024-06-20,38.714285714285715,fear,5473.17
2024-06-21,39.05714285714286,fear,5464.62
2024-06-24,37.77142857142858,fear,5447.87
2024-06-25,37.285714285714285,fear,5469.3
2024-06-26,40.88571428571429,fear,5477.9
2024-06-27,45.51428571428571,neutral,5482.87
2024-06-28,44.31428571428571,fear,5460.48
2024-07-01,47.94285714285714,neutral,5475.09
2024-07-02,49.74285714285714,neutral,5509.01
2024-07-03,48.371428571428574,neutral,5537.02
2024-07-05,49.714285714285715,neutral,5567.19
2024-07-08,51.057142857142864,neutral,5572.85
2024-07-09,50.57142857142856,neutral,5576.98
2024-07-10,54.60000000000001,neutral,5633.91
2024-07-11,49.4,neutral,5584.54
2024-07-12,54.371428571428574,neutral,5615.35
2024-07-15,57.74285714285715,greed,5631.22
2024-07-16,57.02857142857143,greed,5667.2
2024-07-17,46.114285714285714,neutral,5588.27
2024-07-18,45.94285714285714,neutral,5544.59
2024-07-19,43.0,fear,5505.0
2024-07-22,48.42857142857144,neutral,5564.41
2024-07-23,46.857142857142854,neutral,5555.74
2024-07-24,38.614285714285714,fear,5427.13
2024-07-25,39.07142857142857,fear,5399.22
2024-07-26,42.542857142857144,fear,5459.1
2024-07-29,42.07142857142857,fear,5463.54
2024-07-30,40.800000000000004,fear,5436.44
2024-07-31,46.885714285714286,neutral,5522.3
2024-08-01,42.68571428571429,fear,5446.68
2024-08-02,41.385714285714286,fear,5346.56
2024-08-05,33.05714285714286,fear,5186.33
2024-08-06,19.014285714285712,extreme fear,5240.03
2024-08-07,16.557142857142857,extreme fear,5199.5
2024-08-08,17.65714285714286,extreme fear,5319.31
2024-08-09,24.085714285714285,extreme fear,5344.16
2024-08-12,23.8,extreme fear,5344.39
2024-08-13,25.514285714285712,fear,5434.43
2024-08-14,26.428571428571434,fear,5455.21
2024-08-15,32.37142857142857,fear,5543.22
2024-08-16,33.74285714285715,fear,5554.25
2024-08-19,39.88571428571429,fear,5608.25
2024-08-20,44.68571428571429,fear,5597.12
2024-08-21,50.228571428571435,neutral,5620.85
2024-08-22,46.77142857142858,neutral,5570.64
2024-08-23,51.57142857142857,neutral,5634.61
2024-08-26,52.94285714285714,neutral,5616.84
2024-08-27,52.28571428571429,neutral,5625.8
2024-08-28,51.08571428571429,neutral,5592.18
2024-08-29,56.057142857142864,greed,5591.96
2024-08-30,60.314285714285724,greed,5648.4
2024-09-03,56.34285714285714,greed,5528.93
2024-09-04,56.62857142857143,greed,5520.07
2024-09-05,50.62857142857143,neutral,5503.41
2024-09-06,39.34285714285715,fear,5408.42
2024-09-09,41.971428571428575,fear,5471.05
2024-09-10,39.6857142857143,fear,5495.52
2024-09-11,43.08571428571429,fear,5554.13
2024-09-12,42.97142857142857,fear,5595.76
2024-09-13,48.62857142857143,neutral,5626.02
2024-09-16,50.31428571428571,neutral,5633.09
2024-09-17,54.62857142857143,neutral,5634.58
2024-09-18,55.17142857142858,greed,5618.26
2024-09-19,63.80000000000001,greed,5713.64
2024-09-20,61.2,greed,5702.55
2024-09-23,63.85714285714287,greed,5718.57
2024-09-24,66.42857142857143,greed,5732.93
2024-09-25,65.74285714285715,greed,5722.26
2024-09-26,70.74285714285713,greed,5745.37
2024-09-27,67.31428571428572,greed,5738.17
2024-09-30,73.6857142857143,greed,5762.48
2024-10-01,70.31428571428572,greed,5708.75
2024-10-02,70.57142857142857,greed,5709.54
2024-10-03,69.42857142857143,greed,5699.94
2024-10-04,71.4,greed,5751.07
2024-10-07,70.82857142857144,greed,5695.94
2024-10-08,71.17142857142856,greed,5751.13
2024-10-09,71.14285714285715,greed,5792.04
2024-10-10,70.28571428571429,greed,5780.05
2024-10-11,71.65714285714286,greed,5815.03
2024-10-14,74.22857142857143,greed,5859.85
2024-10-15,71.14285714285715,greed,5815.26
2024-10-16,69.02857142857142,greed,5842.47
2024-10-17,68.57142857142857,greed,5841.47
2024-10-18,72.42857142857143,greed,5864.67
2024-10-21,69.8,greed,5853.98
2024-10-22,70.37142857142858,greed,5851.2
2024-10-23,63.199999999999996,greed,5797.42
2024-10-24,62.94285714285714,greed,5809.86
2024-10-25,58.74285714285715,greed,5808.12
2024-10-28,60.85714285714287,greed,5823.52
2024-10-29,60.057142857142864,greed,5832.92
2024-10-30,57.2,greed,5813.67
2024-10-31,40.45714285714286,fear,5705.45
2024-11-01,50.48571428571429,neutral,5728.8
2024-11-04,42.42857142857143,fear,5712.69
2024-11-05,43.54285714285715,fear,5782.76
2024-11-06,44.0,fear,5929.04
2024-11-07,59.05714285714286,greed,5973.1
2024-11-08,59.42857142857144,greed,5995.54
2024-11-11,66.6,greed,6001.35
2024-11-12,66.71428571428571,greed,5983.99
2024-11-13,66.31428571428572,greed,5985.38
2024-11-14,60.314285714285724,greed,5949.17
2024-11-15,51.199999999999996,neutral,5870.62
2024-11-18,50.285714285714285,neutral,5893.62
2024-11-19,49.51428571428572,neutral,5916.98
2024-11-20,49.51428571428572,neutral,5917.11
2024-11-21,56.60000000000001,greed,5948.71
2024-11-22,60.71428571428572,greed,5969.34
2024-11-25,62.88571428571429,greed,5987.37
2024-11-26,65.91428571428573,greed,6021.63
2024-11-27,64.4,greed,5998.74
2024-11-29,65.0,greed,6032.38
2024-12-02,65.31428571428572,greed,6047.15
2024-12-03,59.57142857142858,greed,6049.88
2024-12-04,57.48571428571429,greed,6086.49
2024-12-05,54.91428571428572,neutral,6075.11
2024-12-06,52.142857142857146,neutral,6090.27
2024-12-09,49.25714285714287,neutral,6052.85
2024-12-10,46.971428571428575,neutral,6034.91
2024-12-11,49.2,neutral,6084.19
2024-12-12,47.114285714285714,neutral,6051.25
2024-12-13,49.114285714285714,neutral,6051.09
2024-12-16,56.057142857142864,greed,6074.08
2024-12-17,51.4,neutral,6050.61
2024-12-18,33.12857142857143,fear,5872.16
2024-12-19,19.514285714285716,extreme fear,5867.08
2024-12-20,27.600000000000005,fear,5930.85
2024-12-23,30.142857142857146,fear,5974.07
2024-12-24,34.51428571428571,fear,6040.04
2024-12-26,34.17142857142857,fear,6037.59
2024-12-27,33.82857142857143,fear,5970.84
2024-12-30,28.6,fear,5906.94
2024-12-31,26.314285714285713,fear,5881.63
2025-01-02,24.314285714285717,extreme fear,5868.55
2025-01-03,28.885714285714283,fear,5942.47
2025-01-06,33.77142857142857,fear,5975.38
2025-01-07,34.31428571428572,fear,5909.03
2025-01-08,31.914285714285718,fear,5918.25
2025-01-10,25.62857142857143,fear,5827.04
2025-01-13,25.34285714285715,fear,5836.22
2025-01-14,25.142857142857142,fear,5842.91
2025-01-15,27.428571428571427,fear,5949.91
2025-01-16,27.342857142857145,fear,5937.34
2025-01-17,36.02857142857143,fear,5996.66
2025-01-21,39.91428571428572,fear,6049.24
2025-01-22,41.62857142857143,fear,6086.37
2025-01-23,43.68571428571429,fear,6118.71
2025-01-24,45.800000000000004,neutral,6101.24
2025-01-27,37.971428571428575,fear,6012.28
2025-01-28,40.62857142857143,fear,6067.7
2025-01-29,42.4,fear,6039.31
2025-01-30,45.91428571428571,neutral,6071.17
2025-01-31,43.771428571428565,fear,6040.53
2025-02-03,37.4,fear,5994.57
2025-02-04,37.142857142857146,fear,6037.88
2025-02-05,38.62857142857143,fear,6061.48
2025-02-06,39.68571428571429,fear,6083.57
2025-02-07,38.371428571428574,fear,6025.99
2025-02-10,44.714285714285715,fear,6066.44
2025-02-11,45.4,neutral,6068.5
2025-02-12,41.371428571428574,fear,6051.97
2025-02-13,46.60000000000001,neutral,6115.07
2025-02-14,43.68571428571429,fear,6114.63
2025-02-18,46.800000000000004,neutral,6129.58
2025-02-19,47.628571428571426,neutral,6144.15
2025-02-20,44.228571428571435,fear,6117.52
2025-02-21,36.971428571428575,fear,6013.13
2025-02-24,29.542857142857144,fear,5983.25
2025-02-25,24.199999999999996,extreme fear,5955.25
2025-02-26,21.25714285714286,extreme fear,5956.06
2025-02-27,12.757142857142858,extreme fear,5861.57
2025-02-28,20.657142857142855,extreme fear,5954.5
2025-03-03,12.342857142857143,extreme fear,5849.72
2025-03-04,11.042857142857143,extreme fear,5778.15
2025-03-05,11.514285714285714,extreme fear,5842.63
2025-03-06,17.2,extreme fear,5738.52
2025-03-07,17.642857142857146,extreme fear,5770.2
2025-03-10,17.071428571428573,extreme fear,5614.56
2025-03-11,15.114285714285716,extreme fear,5572.07
2025-03-12,15.914285714285715,extreme fear,5599.3
2025-03-13,15.185714285714287,extreme fear,5521.52
2025-03-14,22.057142857142857,extreme fear,5638.94
2025-03-17,22.571428571428573,extreme fear,5675.12
2025-03-18,22.228571428571428,extreme fear,5614.66
2025-03-19,21.599999999999998,extreme fear,5675.29
2025-03-20,21.685714285714287,extreme fear,5662.89
2025-03-21,22.685714285714287,extreme fear,5667.56
2025-03-24,25.400000000000002,fear,5767.57
2025-03-25,29.285714285714285,fear,5776.65
2025-03-26,28.88571428571429,fear,5712.2
2025-03-27,28.342857142857145,fear,5693.31
2025-03-28,26.371428571428574,fear,5580.94
2025-03-31,21.114285714285717,extreme fear,5611.85
2025-04-01,19.571428571428573,extreme fear,5633.07
2025-04-02,22.599999999999998,extreme fear,5670.97
2025-04-03,12.142857142857142,extreme fear,5396.52
2025-04-04,5.385714285714286,extreme fear,5074.08
2025-04-07,4.0,extreme fear,5062.25
2025-04-08,2.9,extreme fear,4982.77
2025-04-09,9.5,extreme fear,5456.9
2025-04-10,5.614285714285715,extreme fear,5268.05
2025-04-11,8.385714285714286,extreme fear,5363.36
2025-04-14,12.342857142857143,extreme fear,5405.97
2025-04-15,13.114285714285716,extreme fear,5396.63
2025-04-16,11.142857142857142,extreme fear,5275.7
2025-04-17,16.057142857142857,extreme fear,5282.7
2025-04-21,12.371428571428572,extreme fear,5158.2
2025-04-22,13.600000000000003,extreme fear,5287.76
2025-04-23,21.542857142857144,extreme fear,5375.86
2025-04-24,24.08571428571429,extreme fear,5484.77
2025-04-25,34.51428571428572,fear,5525.21
2025-04-28,32.142857142857146,fear,5528.75
2025-04-29,32.74285714285714,fear,5560.83
2025-04-30,32.371428571428574,fear,5569.06
2025-05-01,41.25714285714287,fear,5604.14
2025-05-02,38.28571428571429,fear,5686.67
2025-05-05,53.057142857142864,neutral,5650.38
2025-05-06,54.65714285714286,neutral,5606.91
2025-05-07,54.142857142857146,neutral,5631.28
2025-05-08,57.65714285714286,greed,5663.94
2025-05-09,60.02857142857143,greed,5659.91
2025-05-12,64.4857142857143,greed,5844.19
2025-05-13,68.2,greed,5886.55
2025-05-14,70.4,greed,5892.58
2025-05-15,69.14285714285714,greed,5916.93
2025-05-16,70.60000000000001,greed,5958.38
2025-05-19,69.74285714285715,greed,5963.6
2025-05-20,69.17142857142858,greed,5940.46
2025-05-21,66.22857142857143,greed,5844.61
2025-05-22,66.8,greed,5842.01
2025-05-23,64.08571428571429,greed,5802.82
2025-05-27,65.74285714285715,greed,5921.54
2025-05-28,64.74285714285715,greed,5888.55
2025-05-29,64.45714285714287,greed,5912.17
2025-05-30,61.91428571428571,greed,5911.69
2025-06-02,62.42857142857144,greed,5935.94
2025-06-03,54.57142857142857,neutral,5970.37
2025-06-04,54.88571428571429,neutral,5970.81
2025-06-05,57.97142857142858,greed,5939.3
2025-06-06,61.77142857142858,greed,6000.36
2025-06-09,63.42857142857143,greed,6005.88
2025-06-10,64.0,greed,6038.81
2025-06-11,64.2,greed,6022.24
2025-06-12,64.6,greed,6045.26
2025-06-13,59.54285714285715,greed,5976.97
2025-06-16,61.114285714285714,greed,6033.11
2025-06-17,57.42857142857144,greed,5982.72
2025-06-18,54.285714285714285,neutral,5980.87
2025-06-20,54.51428571428573,neutral,5967.84
2025-06-23,56.60000000000001,greed,6025.17
2025-06-24,57.885714285714286,greed,6092.18
2025-06-25,59.25714285714286,greed,6092.16
2025-06-26,63.00000000000001,greed,6141.02
2025-06-27,64.8,greed,6173.07
2025-06-30,69.22857142857143,greed,6204.95
2025-07-01,67.54285714285714,greed,6198.01
2025-07-02,63.714285714285715,greed,6227.42
